,image,label,scene,split
2023-03-02_garching-0247_1677756225419426927,val/image-2023-03-02_garching-0247_1677756225419426927.png,val/label-2023-03-02_garching-0247_1677756225419426927.png,2023-03-02_garching,val
2023-03-02_garching-0158_1677755454341211858,train/image-2023-03-02_garching-0158_1677755454341211858.png,train/label-2023-03-02_garching-0158_1677755454341211858.png,2023-03-02_garching,train
2023-03-02_garching-0077_1677754791064081531,train/image-2023-03-02_garching-0077_1677754791064081531.png,train/label-2023-03-02_garching-0077_1677754791064081531.png,2023-03-02_garching,train
2023-03-02_garching-0050_1677754635443880610,train/image-2023-03-02_garching-0050_1677754635443880610.png,train/label-2023-03-02_garching-0050_1677754635443880610.png,2023-03-02_garching,train
2023-03-02_garching-0384_1677757174614878794,train/image-2023-03-02_garching-0384_1677757174614878794.png,train/label-2023-03-02_garching-0384_1677757174614878794.png,2023-03-02_garching,train
2023-03-02_garching-0097_1677754906708233143,train/image-2023-03-02_garching-0097_1677754906708233143.png,train/label-2023-03-02_garching-0097_1677754906708233143.png,2023-03-02_garching,train
2023-03-02_garching-0381_1677757161853028604,train/image-2023-03-02_garching-0381_1677757161853028604.png,train/label-2023-03-02_garching-0381_1677757161853028604.png,2023-03-02_garching,train
2023-03-02_garching-0170_1677755707559432942,train/image-2023-03-02_garching-0170_1677755707559432942.png,train/label-2023-03-02_garching-0170_1677755707559432942.png,2023-03-02_garching,train
2023-03-02_garching-0396_1677757257271672141,train/image-2023-03-02_garching-0396_1677757257271672141.png,train/label-2023-03-02_garching-0396_1677757257271672141.png,2023-03-02_garching,train
2023-03-02_garching-0033_1677754448224200135,train/image-2023-03-02_garching-0033_1677754448224200135.png,train/label-2023-03-02_garching-0033_1677754448224200135.png,2023-03-02_garching,train
2023-03-02_garching-0386_1677757187477377030,train/image-2023-03-02_garching-0386_1677757187477377030.png,train/label-2023-03-02_garching-0386_1677757187477377030.png,2023-03-02_garching,train
2023-03-02_garching-0220_1677755979245613040,train/image-2023-03-02_garching-0220_1677755979245613040.png,train/label-2023-03-02_garching-0220_1677755979245613040.png,2023-03-02_garching,train
2023-03-02_garching-0372_1677757085279357488,train/image-2023-03-02_garching-0372_1677757085279357488.png,train/label-2023-03-02_garching-0372_1677757085279357488.png,2023-03-02_garching,train
2023-03-02_garching-0283_1677756476179974896,val/image-2023-03-02_garching-0283_1677756476179974896.png,val/label-2023-03-02_garching-0283_1677756476179974896.png,2023-03-02_garching,val
2023-03-02_garching-0281_1677756461722436705,val/image-2023-03-02_garching-0281_1677756461722436705.png,val/label-2023-03-02_garching-0281_1677756461722436705.png,2023-03-02_garching,val
2023-03-02_garching-0340_1677756866028755201,val/image-2023-03-02_garching-0340_1677756866028755201.png,val/label-2023-03-02_garching-0340_1677756866028755201.png,2023-03-02_garching,val
2023-03-02_garching-0085_1677754839415153389,train/image-2023-03-02_garching-0085_1677754839415153389.png,train/label-2023-03-02_garching-0085_1677754839415153389.png,2023-03-02_garching,train
2023-03-02_garching-0333_1677756804212421630,val/image-2023-03-02_garching-0333_1677756804212421630.png,val/label-2023-03-02_garching-0333_1677756804212421630.png,2023-03-02_garching,val
2023-03-02_garching-0176_1677755760798533498,train/image-2023-03-02_garching-0176_1677755760798533498.png,train/label-2023-03-02_garching-0176_1677755760798533498.png,2023-03-02_garching,train
2023-03-02_garching-0009_1677754236486404818,train/image-2023-03-02_garching-0009_1677754236486404818.png,train/label-2023-03-02_garching-0009_1677754236486404818.png,2023-03-02_garching,train
2023-03-02_garching-0260_1677756296609900927,val/image-2023-03-02_garching-0260_1677756296609900927.png,val/label-2023-03-02_garching-0260_1677756296609900927.png,2023-03-02_garching,val
2023-03-02_garching-0392_1677757226861411955,train/image-2023-03-02_garching-0392_1677757226861411955.png,train/label-2023-03-02_garching-0392_1677757226861411955.png,2023-03-02_garching,train
2023-03-02_garching-0021_1677754354617284526,train/image-2023-03-02_garching-0021_1677754354617284526.png,train/label-2023-03-02_garching-0021_1677754354617284526.png,2023-03-02_garching,train
2023-03-02_garching-0393_1677757228756069474,train/image-2023-03-02_garching-0393_1677757228756069474.png,train/label-2023-03-02_garching-0393_1677757228756069474.png,2023-03-02_garching,train
2023-03-02_garching-0135_1677755155840771001,train/image-2023-03-02_garching-0135_1677755155840771001.png,train/label-2023-03-02_garching-0135_1677755155840771001.png,2023-03-02_garching,train
2023-03-02_garching-0326_1677756764628959073,val/image-2023-03-02_garching-0326_1677756764628959073.png,val/label-2023-03-02_garching-0326_1677756764628959073.png,2023-03-02_garching,val
2023-03-02_garching-0367_1677757040113612885,train/image-2023-03-02_garching-0367_1677757040113612885.png,train/label-2023-03-02_garching-0367_1677757040113612885.png,2023-03-02_garching,train
2023-03-02_garching-0002_1677754168201633209,train/image-2023-03-02_garching-0002_1677754168201633209.png,train/label-2023-03-02_garching-0002_1677754168201633209.png,2023-03-02_garching,train
2023-03-02_garching-0000_1677754143579372394,train/image-2023-03-02_garching-0000_1677754143579372394.png,train/label-2023-03-02_garching-0000_1677754143579372394.png,2023-03-02_garching,train
2023-03-02_garching-0338_1677756849577844650,val/image-2023-03-02_garching-0338_1677756849577844650.png,val/label-2023-03-02_garching-0338_1677756849577844650.png,2023-03-02_garching,val
2023-03-02_garching-0256_1677756269788236355,val/image-2023-03-02_garching-0256_1677756269788236355.png,val/label-2023-03-02_garching-0256_1677756269788236355.png,2023-03-02_garching,val
2023-03-02_garching-0081_1677754800435322037,train/image-2023-03-02_garching-0081_1677754800435322037.png,train/label-2023-03-02_garching-0081_1677754800435322037.png,2023-03-02_garching,train
2023-03-02_garching-0043_1677754531864575118,train/image-2023-03-02_garching-0043_1677754531864575118.png,train/label-2023-03-02_garching-0043_1677754531864575118.png,2023-03-02_garching,train
2023-03-02_garching-0094_1677754894047465845,train/image-2023-03-02_garching-0094_1677754894047465845.png,train/label-2023-03-02_garching-0094_1677754894047465845.png,2023-03-02_garching,train
2023-03-02_garching-0330_1677756778987089795,val/image-2023-03-02_garching-0330_1677756778987089795.png,val/label-2023-03-02_garching-0330_1677756778987089795.png,2023-03-02_garching,val
2023-03-02_garching-0312_1677756669608918427,val/image-2023-03-02_garching-0312_1677756669608918427.png,val/label-2023-03-02_garching-0312_1677756669608918427.png,2023-03-02_garching,val
2023-03-02_garching-0179_1677755771865441358,train/image-2023-03-02_garching-0179_1677755771865441358.png,train/label-2023-03-02_garching-0179_1677755771865441358.png,2023-03-02_garching,train
2023-03-02_garching-0207_1677755927798872224,train/image-2023-03-02_garching-0207_1677755927798872224.png,train/label-2023-03-02_garching-0207_1677755927798872224.png,2023-03-02_garching,train
2023-03-02_garching-0055_1677754664155242503,train/image-2023-03-02_garching-0055_1677754664155242503.png,train/label-2023-03-02_garching-0055_1677754664155242503.png,2023-03-02_garching,train
2023-03-02_garching-0045_1677754542929630614,train/image-2023-03-02_garching-0045_1677754542929630614.png,train/label-2023-03-02_garching-0045_1677754542929630614.png,2023-03-02_garching,train
2023-03-02_garching-0177_1677755763690160053,train/image-2023-03-02_garching-0177_1677755763690160053.png,train/label-2023-03-02_garching-0177_1677755763690160053.png,2023-03-02_garching,train
2023-03-02_garching-0258_1677756279858969398,val/image-2023-03-02_garching-0258_1677756279858969398.png,val/label-2023-03-02_garching-0258_1677756279858969398.png,2023-03-02_garching,val
2023-03-02_garching-0078_1677754794753403364,train/image-2023-03-02_garching-0078_1677754794753403364.png,train/label-2023-03-02_garching-0078_1677754794753403364.png,2023-03-02_garching,train
2023-03-02_garching-0044_1677754540337411831,train/image-2023-03-02_garching-0044_1677754540337411831.png,train/label-2023-03-02_garching-0044_1677754540337411831.png,2023-03-02_garching,train
2023-03-02_garching-0212_1677755954518945129,train/image-2023-03-02_garching-0212_1677755954518945129.png,train/label-2023-03-02_garching-0212_1677755954518945129.png,2023-03-02_garching,train
2023-03-02_garching-0361_1677757003322481729,train/image-2023-03-02_garching-0361_1677757003322481729.png,train/label-2023-03-02_garching-0361_1677757003322481729.png,2023-03-02_garching,train
2023-03-02_garching-0067_1677754742713108755,train/image-2023-03-02_garching-0067_1677754742713108755.png,train/label-2023-03-02_garching-0067_1677754742713108755.png,2023-03-02_garching,train
2023-03-02_garching-0003_1677754201596668910,train/image-2023-03-02_garching-0003_1677754201596668910.png,train/label-2023-03-02_garching-0003_1677754201596668910.png,2023-03-02_garching,train
2023-03-02_garching-0270_1677756394221008385,val/image-2023-03-02_garching-0270_1677756394221008385.png,val/label-2023-03-02_garching-0270_1677756394221008385.png,2023-03-02_garching,val
2023-03-02_garching-0020_1677754343950493396,train/image-2023-03-02_garching-0020_1677754343950493396.png,train/label-2023-03-02_garching-0020_1677754343950493396.png,2023-03-02_garching,train
2023-03-02_garching-0155_1677755436185375705,train/image-2023-03-02_garching-0155_1677755436185375705.png,train/label-2023-03-02_garching-0155_1677755436185375705.png,2023-03-02_garching,train
2023-03-02_garching-0074_1677754780796446854,train/image-2023-03-02_garching-0074_1677754780796446854.png,train/label-2023-03-02_garching-0074_1677754780796446854.png,2023-03-02_garching,train
2023-03-02_garching-0221_1677755985527557074,train/image-2023-03-02_garching-0221_1677755985527557074.png,train/label-2023-03-02_garching-0221_1677755985527557074.png,2023-03-02_garching,train
2023-03-02_garching-0056_1677754672329720304,train/image-2023-03-02_garching-0056_1677754672329720304.png,train/label-2023-03-02_garching-0056_1677754672329720304.png,2023-03-02_garching,train
2023-03-02_garching-0109_1677754975396185614,train/image-2023-03-02_garching-0109_1677754975396185614.png,train/label-2023-03-02_garching-0109_1677754975396185614.png,2023-03-02_garching,train
2023-03-02_garching-0169_1677755692006658175,train/image-2023-03-02_garching-0169_1677755692006658175.png,train/label-2023-03-02_garching-0169_1677755692006658175.png,2023-03-02_garching,train
2023-03-02_garching-0087_1677754851179031916,train/image-2023-03-02_garching-0087_1677754851179031916.png,train/label-2023-03-02_garching-0087_1677754851179031916.png,2023-03-02_garching,train
2023-03-02_garching-0201_1677755893899102154,train/image-2023-03-02_garching-0201_1677755893899102154.png,train/label-2023-03-02_garching-0201_1677755893899102154.png,2023-03-02_garching,train
2023-03-02_garching-0013_1677754279152632979,train/image-2023-03-02_garching-0013_1677754279152632979.png,train/label-2023-03-02_garching-0013_1677754279152632979.png,2023-03-02_garching,train
2023-03-02_garching-0282_1677756470396163120,val/image-2023-03-02_garching-0282_1677756470396163120.png,val/label-2023-03-02_garching-0282_1677756470396163120.png,2023-03-02_garching,val
2023-03-02_garching-0289_1677756515264454536,val/image-2023-03-02_garching-0289_1677756515264454536.png,val/label-2023-03-02_garching-0289_1677756515264454536.png,2023-03-02_garching,val
2023-03-02_garching-0208_1677755933480855824,train/image-2023-03-02_garching-0208_1677755933480855824.png,train/label-2023-03-02_garching-0208_1677755933480855824.png,2023-03-02_garching,train
2023-03-02_garching-0159_1677755456922226730,train/image-2023-03-02_garching-0159_1677755456922226730.png,train/label-2023-03-02_garching-0159_1677755456922226730.png,2023-03-02_garching,train
2023-03-02_garching-0224_1677755996894027229,train/image-2023-03-02_garching-0224_1677755996894027229.png,train/label-2023-03-02_garching-0224_1677755996894027229.png,2023-03-02_garching,train
2023-03-02_garching-0373_1677757087572417098,train/image-2023-03-02_garching-0373_1677757087572417098.png,train/label-2023-03-02_garching-0373_1677757087572417098.png,2023-03-02_garching,train
2023-03-02_garching-0377_1677757125559949036,train/image-2023-03-02_garching-0377_1677757125559949036.png,train/label-2023-03-02_garching-0377_1677757125559949036.png,2023-03-02_garching,train
2023-03-02_garching-0348_1677756910098663066,val/image-2023-03-02_garching-0348_1677756910098663066.png,val/label-2023-03-02_garching-0348_1677756910098663066.png,2023-03-02_garching,val
2023-03-02_garching-0279_1677756451651729151,val/image-2023-03-02_garching-0279_1677756451651729151.png,val/label-2023-03-02_garching-0279_1677756451651729151.png,2023-03-02_garching,val
2023-03-02_garching-0008_1677754229408773936,train/image-2023-03-02_garching-0008_1677754229408773936.png,train/label-2023-03-02_garching-0008_1677754229408773936.png,2023-03-02_garching,train
2023-03-02_garching-0322_1677756756454007472,val/image-2023-03-02_garching-0322_1677756756454007472.png,val/label-2023-03-02_garching-0322_1677756756454007472.png,2023-03-02_garching,val
2023-03-02_garching-0211_1677755949533548666,train/image-2023-03-02_garching-0211_1677755949533548666.png,train/label-2023-03-02_garching-0211_1677755949533548666.png,2023-03-02_garching,train
2023-03-02_garching-0015_1677754290617274457,train/image-2023-03-02_garching-0015_1677754290617274457.png,train/label-2023-03-02_garching-0015_1677754290617274457.png,2023-03-02_garching,train
2023-03-02_garching-0088_1677754863142285801,train/image-2023-03-02_garching-0088_1677754863142285801.png,train/label-2023-03-02_garching-0088_1677754863142285801.png,2023-03-02_garching,train
2023-03-02_garching-0202_1677755896491136129,train/image-2023-03-02_garching-0202_1677755896491136129.png,train/label-2023-03-02_garching-0202_1677755896491136129.png,2023-03-02_garching,train
2023-03-02_garching-0036_1677754469458080767,train/image-2023-03-02_garching-0036_1677754469458080767.png,train/label-2023-03-02_garching-0036_1677754469458080767.png,2023-03-02_garching,train
2023-03-02_garching-0041_1677754516611742563,train/image-2023-03-02_garching-0041_1677754516611742563.png,train/label-2023-03-02_garching-0041_1677754516611742563.png,2023-03-02_garching,train
